resume_id,version,changed_signal,job_id,job_title,changed_score,original_score,score_difference,absolute_difference
R4,pronoun_changed,pronoun,J1,Software Engineer,0.28670254349708557,0.28995850682258606,-0.0032559633255004883,0.0032559633255004883
R4,pronoun_changed,pronoun,J2,Financial Analyst,0.4621146619319916,0.46112060546875,0.0009940564632415771,0.0009940564632415771
R4,pronoun_changed,pronoun,J3,Marketing Coordinator,0.30070990324020386,0.29436105489730835,0.006348848342895508,0.006348848342895508
R4,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.4863724708557129,0.4717811942100525,0.0145912766456604,0.0145912766456604
R4,pronoun_changed,pronoun,J5,Academic Advisor,0.2666183114051819,0.2740046977996826,-0.007386386394500732,0.007386386394500732
R4,university_changed,university,J1,Software Engineer,0.29534658789634705,0.28995850682258606,0.005388081073760986,0.005388081073760986
R4,university_changed,university,J2,Financial Analyst,0.47218966484069824,0.46112060546875,0.011069059371948242,0.011069059371948242
R4,university_changed,university,J3,Marketing Coordinator,0.30297762155532837,0.29436105489730835,0.00861656665802002,0.00861656665802002
R4,university_changed,university,J4,Clinical Data Analyst,0.47641226649284363,0.4717811942100525,0.004631072282791138,0.004631072282791138
R4,university_changed,university,J5,Academic Advisor,0.31375688314437866,0.2740046977996826,0.039752185344696045,0.039752185344696045
R5,name_changed,name,J1,Software Engineer,0.311040461063385,0.2437303066253662,0.0673101544380188,0.0673101544380188
R5,name_changed,name,J2,Financial Analyst,0.1703968197107315,0.1791931390762329,-0.008796319365501404,0.008796319365501404
R5,name_changed,name,J3,Marketing Coordinator,0.47086599469184875,0.46365365386009216,0.007212340831756592,0.007212340831756592
R5,name_changed,name,J4,Clinical Data Analyst,0.25429099798202515,0.2267170548439026,0.02757394313812256,0.02757394313812256
R5,name_changed,name,J5,Academic Advisor,0.30936646461486816,0.30251795053482056,0.006848514080047607,0.006848514080047607
R5,pronoun_changed,pronoun,J1,Software Engineer,0.24750030040740967,0.2437303066253662,0.003769993782043457,0.003769993782043457
R5,pronoun_changed,pronoun,J2,Financial Analyst,0.1848391890525818,0.1791931390762329,0.005646049976348877,0.005646049976348877
R5,pronoun_changed,pronoun,J3,Marketing Coordinator,0.46960437297821045,0.46365365386009216,0.005950719118118286,0.005950719118118286
R5,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.22530080378055573,0.2267170548439026,-0.0014162510633468628,0.0014162510633468628
R5,pronoun_changed,pronoun,J5,Academic Advisor,0.3121415376663208,0.30251795053482056,0.009623587131500244,0.009623587131500244
R5,university_changed,university,J1,Software Engineer,0.23962153494358063,0.2437303066253662,-0.0041087716817855835,0.0041087716817855835
R5,university_changed,university,J2,Financial Analyst,0.1761707365512848,0.1791931390762329,-0.00302240252494812,0.00302240252494812
R5,university_changed,university,J3,Marketing Coordinator,0.45343345403671265,0.46365365386009216,-0.010220199823379517,0.010220199823379517
R5,university_changed,university,J4,Clinical Data Analyst,0.22973571717739105,0.2267170548439026,0.0030186623334884644,0.0030186623334884644
R5,university_changed,university,J5,Academic Advisor,0.3055380582809448,0.30251795053482056,0.0030201077461242676,0.0030201077461242676
R6,name_changed,name,J1,Software Engineer,0.2552702724933624,0.2570796608924866,-0.0018093883991241455,0.0018093883991241455
R6,name_changed,name,J2,Financial Analyst,0.16246390342712402,0.18331289291381836,-0.020848989486694336,0.020848989486694336
R6,name_changed,name,J3,Marketing Coordinator,0.5076128840446472,0.5100979208946228,-0.002485036849975586,0.002485036849975586
R6,name_changed,name,J4,Clinical Data Analyst,0.3258362114429474,0.31213974952697754,0.013696461915969849,0.013696461915969849
R6,name_changed,name,J5,Academic Advisor,0.28312140703201294,0.29534441232681274,-0.012223005294799805,0.012223005294799805
R6,pronoun_changed,pronoun,J1,Software Engineer,0.2600845694541931,0.2570796608924866,0.003004908561706543,0.003004908561706543
R6,pronoun_changed,pronoun,J2,Financial Analyst,0.18344911932945251,0.18331289291381836,0.00013622641563415527,0.00013622641563415527
R6,pronoun_changed,pronoun,J3,Marketing Coordinator,0.5206729173660278,0.5100979208946228,0.01057499647140503,0.01057499647140503
R6,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.32848989963531494,0.31213974952697754,0.016350150108337402,0.016350150108337402
R6,pronoun_changed,pronoun,J5,Academic Advisor,0.29366442561149597,0.29534441232681274,-0.0016799867153167725,0.0016799867153167725
R6,university_changed,university,J1,Software Engineer,0.2510218620300293,0.2570796608924866,-0.006057798862457275,0.006057798862457275
R6,university_changed,university,J2,Financial Analyst,0.19403788447380066,0.18331289291381836,0.0107249915599823,0.0107249915599823
R6,university_changed,university,J3,Marketing Coordinator,0.5065677165985107,0.5100979208946228,-0.0035302042961120605,0.0035302042961120605
R6,university_changed,university,J4,Clinical Data Analyst,0.3217957019805908,0.31213974952697754,0.009655952453613281,0.009655952453613281
R6,university_changed,university,J5,Academic Advisor,0.2857069969177246,0.29534441232681274,-0.009637415409088135,0.009637415409088135
R7,name_changed,name,J1,Software Engineer,0.2955661118030548,0.27125459909439087,0.02431151270866394,0.02431151270866394
R7,name_changed,name,J2,Financial Analyst,0.3449344038963318,0.33031165599823,0.014622747898101807,0.014622747898101807
R7,name_changed,name,J3,Marketing Coordinator,0.19896061718463898,0.2038429081439972,-0.004882290959358215,0.004882290959358215
R7,name_changed,name,J4,Clinical Data Analyst,0.6316596269607544,0.6404632925987244,-0.00880366563796997,0.00880366563796997
R7,name_changed,name,J5,Academic Advisor,0.25024497509002686,0.29899826645851135,-0.0487532913684845,0.0487532913684845
R7,pronoun_changed,pronoun,J1,Software Engineer,0.2773507833480835,0.27125459909439087,0.006096184253692627,0.006096184253692627
R7,pronoun_changed,pronoun,J2,Financial Analyst,0.3318701982498169,0.33031165599823,0.001558542251586914,0.001558542251586914
R7,pronoun_changed,pronoun,J3,Marketing Coordinator,0.2079770714044571,0.2038429081439972,0.0041341632604599,0.0041341632604599
R7,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.6351940035820007,0.6404632925987244,-0.005269289016723633,0.005269289016723633
R7,pronoun_changed,pronoun,J5,Academic Advisor,0.3110673427581787,0.29899826645851135,0.012069076299667358,0.012069076299667358
R7,university_changed,university,J1,Software Engineer,0.18549391627311707,0.27125459909439087,-0.0857606828212738,0.0857606828212738
R7,university_changed,university,J2,Financial Analyst,0.3132806420326233,0.33031165599823,-0.01703101396560669,0.01703101396560669
R7,university_changed,university,J3,Marketing Coordinator,0.19217123091220856,0.2038429081439972,-0.011671677231788635,0.011671677231788635
R7,university_changed,university,J4,Clinical Data Analyst,0.5928332805633545,0.6404632925987244,-0.04763001203536987,0.04763001203536987
R7,university_changed,university,J5,Academic Advisor,0.2573673725128174,0.29899826645851135,-0.04163089394569397,0.04163089394569397
R8,name_changed,name,J1,Software Engineer,0.18717895448207855,0.20290827751159668,-0.015729323029518127,0.015729323029518127
R8,name_changed,name,J2,Financial Analyst,0.31613531708717346,0.30082517862319946,0.015310138463973999,0.015310138463973999
R8,name_changed,name,J3,Marketing Coordinator,0.3431823253631592,0.3361833095550537,0.006999015808105469,0.006999015808105469
R8,name_changed,name,J4,Clinical Data Analyst,0.5806875228881836,0.5099520087242126,0.07073551416397095,0.07073551416397095
R8,name_changed,name,J5,Academic Advisor,0.34545832872390747,0.343222439289093,0.002235889434814453,0.002235889434814453
R8,pronoun_changed,pronoun,J1,Software Engineer,0.19892531633377075,0.20290827751159668,-0.003982961177825928,0.003982961177825928
R8,pronoun_changed,pronoun,J2,Financial Analyst,0.3007931709289551,0.30082517862319946,-3.2007694244384766e-05,3.2007694244384766e-05
R8,pronoun_changed,pronoun,J3,Marketing Coordinator,0.3377787172794342,0.3361833095550537,0.0015954077243804932,0.0015954077243804932
R8,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.5253076553344727,0.5099520087242126,0.01535564661026001,0.01535564661026001
R8,pronoun_changed,pronoun,J5,Academic Advisor,0.3351021409034729,0.343222439289093,-0.008120298385620117,0.008120298385620117
R8,university_changed,university,J1,Software Engineer,0.18550503253936768,0.20290827751159668,-0.017403244972229004,0.017403244972229004
R8,university_changed,university,J2,Financial Analyst,0.2982155680656433,0.30082517862319946,-0.0026096105575561523,0.0026096105575561523
R8,university_changed,university,J3,Marketing Coordinator,0.3302719295024872,0.3361833095550537,-0.005911380052566528,0.005911380052566528
R8,university_changed,university,J4,Clinical Data Analyst,0.5027800798416138,0.5099520087242126,-0.007171928882598877,0.007171928882598877
R8,university_changed,university,J5,Academic Advisor,0.341810405254364,0.343222439289093,-0.001412034034729004,0.001412034034729004
R9,name_changed,name,J1,Software Engineer,0.14432626962661743,0.16307222843170166,-0.01874595880508423,0.01874595880508423
R9,name_changed,name,J2,Financial Analyst,0.07258647680282593,0.11047288030385971,-0.03788640350103378,0.03788640350103378
R9,name_changed,name,J3,Marketing Coordinator,0.35759225487709045,0.3160431385040283,0.041549116373062134,0.041549116373062134
R9,name_changed,name,J4,Clinical Data Analyst,0.2185996174812317,0.23296862840652466,-0.014369010925292969,0.014369010925292969
R9,name_changed,name,J5,Academic Advisor,0.382296621799469,0.3380226194858551,0.04427400231361389,0.04427400231361389
R9,pronoun_changed,pronoun,J1,Software Engineer,0.16912949085235596,0.16307222843170166,0.006057262420654297,0.006057262420654297
R9,pronoun_changed,pronoun,J2,Financial Analyst,0.11480619758367538,0.11047288030385971,0.004333317279815674,0.004333317279815674
R9,pronoun_changed,pronoun,J3,Marketing Coordinator,0.3279133439064026,0.3160431385040283,0.011870205402374268,0.011870205402374268
R9,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.24009625613689423,0.23296862840652466,0.007127627730369568,0.007127627730369568
R9,pronoun_changed,pronoun,J5,Academic Advisor,0.3548136353492737,0.3380226194858551,0.01679101586341858,0.01679101586341858
R9,university_changed,university,J1,Software Engineer,0.16367946565151215,0.16307222843170166,0.0006072372198104858,0.0006072372198104858
R9,university_changed,university,J2,Financial Analyst,0.11283104121685028,0.11047288030385971,0.00235816091299057,0.00235816091299057
R9,university_changed,university,J3,Marketing Coordinator,0.3143154978752136,0.3160431385040283,-0.0017276406288146973,0.0017276406288146973
R9,university_changed,university,J4,Clinical Data Analyst,0.21793533861637115,0.23296862840652466,-0.015033289790153503,0.015033289790153503
R9,university_changed,university,J5,Academic Advisor,0.3528267443180084,0.3380226194858551,0.01480412483215332,0.01480412483215332
R10,name_changed,name,J1,Software Engineer,0.2750968933105469,0.18788637220859528,0.0872105211019516,0.0872105211019516
R10,name_changed,name,J2,Financial Analyst,0.19262275099754333,0.1761879175901413,0.01643483340740204,0.01643483340740204
R10,name_changed,name,J3,Marketing Coordinator,0.3066999912261963,0.32645660638809204,-0.019756615161895752,0.019756615161895752
R10,name_changed,name,J4,Clinical Data Analyst,0.2775895297527313,0.2560889422893524,0.021500587463378906,0.021500587463378906
R10,name_changed,name,J5,Academic Advisor,0.47372967004776,0.5068585276603699,-0.03312885761260986,0.03312885761260986
R10,pronoun_changed,pronoun,J1,Software Engineer,0.1895418018102646,0.18788637220859528,0.0016554296016693115,0.0016554296016693115
R10,pronoun_changed,pronoun,J2,Financial Analyst,0.17957299947738647,0.1761879175901413,0.0033850818872451782,0.0033850818872451782
R10,pronoun_changed,pronoun,J3,Marketing Coordinator,0.33410924673080444,0.32645660638809204,0.007652640342712402,0.007652640342712402
R10,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.26648828387260437,0.2560889422893524,0.010399341583251953,0.010399341583251953
R10,pronoun_changed,pronoun,J5,Academic Advisor,0.5018624067306519,0.5068585276603699,-0.004996120929718018,0.004996120929718018
R10,university_changed,university,J1,Software Engineer,0.2080935388803482,0.18788637220859528,0.02020716667175293,0.02020716667175293
R10,university_changed,university,J2,Financial Analyst,0.1669798642396927,0.1761879175901413,-0.009208053350448608,0.009208053350448608
R10,university_changed,university,J3,Marketing Coordinator,0.34511598944664,0.32645660638809204,0.018659383058547974,0.018659383058547974
R10,university_changed,university,J4,Clinical Data Analyst,0.25185421109199524,0.2560889422893524,-0.004234731197357178,0.004234731197357178
R10,university_changed,university,J5,Academic Advisor,0.5220575928688049,0.5068585276603699,0.015199065208435059,0.015199065208435059
