resume_id,version,changed_signal,job_id,job_title,similarity_score
R5,university_changed,university,J1,Software Engineer,0.23962153494358063
R5,university_changed,university,J2,Financial Analyst,0.1761707365512848
R5,university_changed,university,J3,Marketing Coordinator,0.45343345403671265
R5,university_changed,university,J4,Clinical Data Analyst,0.22973571717739105
R5,university_changed,university,J5,Academic Advisor,0.3055380582809448
R6,original,none,J1,Software Engineer,0.2570796608924866
R6,original,none,J2,Financial Analyst,0.18331289291381836
R6,original,none,J3,Marketing Coordinator,0.5100979208946228
R6,original,none,J4,Clinical Data Analyst,0.31213974952697754
R6,original,none,J5,Academic Advisor,0.29534441232681274
R6,name_changed,name,J1,Software Engineer,0.2552702724933624
R6,name_changed,name,J2,Financial Analyst,0.16246390342712402
R6,name_changed,name,J3,Marketing Coordinator,0.5076128840446472
R6,name_changed,name,J4,Clinical Data Analyst,0.3258362114429474
R6,name_changed,name,J5,Academic Advisor,0.28312140703201294
R6,pronoun_changed,pronoun,J1,Software Engineer,0.2600845694541931
R6,pronoun_changed,pronoun,J2,Financial Analyst,0.18344911932945251
R6,pronoun_changed,pronoun,J3,Marketing Coordinator,0.5206729173660278
R6,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.32848989963531494
R6,pronoun_changed,pronoun,J5,Academic Advisor,0.29366442561149597
R6,university_changed,university,J1,Software Engineer,0.2510218620300293
R6,university_changed,university,J2,Financial Analyst,0.19403788447380066
R6,university_changed,university,J3,Marketing Coordinator,0.5065677165985107
R6,university_changed,university,J4,Clinical Data Analyst,0.3217957019805908
R6,university_changed,university,J5,Academic Advisor,0.2857069969177246
R7,original,none,J1,Software Engineer,0.27125459909439087
R7,original,none,J2,Financial Analyst,0.33031165599823
R7,original,none,J3,Marketing Coordinator,0.2038429081439972
R7,original,none,J4,Clinical Data Analyst,0.6404632925987244
R7,original,none,J5,Academic Advisor,0.29899826645851135
R7,name_changed,name,J1,Software Engineer,0.2955661118030548
R7,name_changed,name,J2,Financial Analyst,0.3449344038963318
R7,name_changed,name,J3,Marketing Coordinator,0.19896061718463898
R7,name_changed,name,J4,Clinical Data Analyst,0.6316596269607544
R7,name_changed,name,J5,Academic Advisor,0.25024497509002686
R7,pronoun_changed,pronoun,J1,Software Engineer,0.2773507833480835
R7,pronoun_changed,pronoun,J2,Financial Analyst,0.3318701982498169
R7,pronoun_changed,pronoun,J3,Marketing Coordinator,0.2079770714044571
R7,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.6351940035820007
R7,pronoun_changed,pronoun,J5,Academic Advisor,0.3110673427581787
R7,university_changed,university,J1,Software Engineer,0.18549391627311707
R7,university_changed,university,J2,Financial Analyst,0.3132806420326233
R7,university_changed,university,J3,Marketing Coordinator,0.19217123091220856
R7,university_changed,university,J4,Clinical Data Analyst,0.5928332805633545
R7,university_changed,university,J5,Academic Advisor,0.2573673725128174
R8,original,none,J1,Software Engineer,0.20290827751159668
R8,original,none,J2,Financial Analyst,0.30082517862319946
R8,original,none,J3,Marketing Coordinator,0.3361833095550537
R8,original,none,J4,Clinical Data Analyst,0.5099520087242126
R8,original,none,J5,Academic Advisor,0.343222439289093
R8,name_changed,name,J1,Software Engineer,0.18717895448207855
R8,name_changed,name,J2,Financial Analyst,0.31613531708717346
R8,name_changed,name,J3,Marketing Coordinator,0.3431823253631592
R8,name_changed,name,J4,Clinical Data Analyst,0.5806875228881836
R8,name_changed,name,J5,Academic Advisor,0.34545832872390747
R8,pronoun_changed,pronoun,J1,Software Engineer,0.19892531633377075
R8,pronoun_changed,pronoun,J2,Financial Analyst,0.3007931709289551
R8,pronoun_changed,pronoun,J3,Marketing Coordinator,0.3377787172794342
R8,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.5253076553344727
R8,pronoun_changed,pronoun,J5,Academic Advisor,0.3351021409034729
R8,university_changed,university,J1,Software Engineer,0.18550503253936768
R8,university_changed,university,J2,Financial Analyst,0.2982155680656433
R8,university_changed,university,J3,Marketing Coordinator,0.3302719295024872
R8,university_changed,university,J4,Clinical Data Analyst,0.5027800798416138
R8,university_changed,university,J5,Academic Advisor,0.341810405254364
R9,original,none,J1,Software Engineer,0.16307222843170166
R9,original,none,J2,Financial Analyst,0.11047288030385971
R9,original,none,J3,Marketing Coordinator,0.3160431385040283
R9,original,none,J4,Clinical Data Analyst,0.23296862840652466
R9,original,none,J5,Academic Advisor,0.3380226194858551
R9,name_changed,name,J1,Software Engineer,0.14432626962661743
R9,name_changed,name,J2,Financial Analyst,0.07258647680282593
R9,name_changed,name,J3,Marketing Coordinator,0.35759225487709045
R9,name_changed,name,J4,Clinical Data Analyst,0.2185996174812317
R9,name_changed,name,J5,Academic Advisor,0.382296621799469
R9,pronoun_changed,pronoun,J1,Software Engineer,0.16912949085235596
R9,pronoun_changed,pronoun,J2,Financial Analyst,0.11480619758367538
R9,pronoun_changed,pronoun,J3,Marketing Coordinator,0.3279133439064026
R9,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.24009625613689423
R9,pronoun_changed,pronoun,J5,Academic Advisor,0.3548136353492737
R9,university_changed,university,J1,Software Engineer,0.16367946565151215
R9,university_changed,university,J2,Financial Analyst,0.11283104121685028
R9,university_changed,university,J3,Marketing Coordinator,0.3143154978752136
R9,university_changed,university,J4,Clinical Data Analyst,0.21793533861637115
R9,university_changed,university,J5,Academic Advisor,0.3528267443180084
R10,original,none,J1,Software Engineer,0.18788637220859528
R10,original,none,J2,Financial Analyst,0.1761879175901413
R10,original,none,J3,Marketing Coordinator,0.32645660638809204
R10,original,none,J4,Clinical Data Analyst,0.2560889422893524
R10,original,none,J5,Academic Advisor,0.5068585276603699
R10,name_changed,name,J1,Software Engineer,0.2750968933105469
R10,name_changed,name,J2,Financial Analyst,0.19262275099754333
R10,name_changed,name,J3,Marketing Coordinator,0.3066999912261963
R10,name_changed,name,J4,Clinical Data Analyst,0.2775895297527313
R10,name_changed,name,J5,Academic Advisor,0.47372967004776
R10,pronoun_changed,pronoun,J1,Software Engineer,0.1895418018102646
R10,pronoun_changed,pronoun,J2,Financial Analyst,0.17957299947738647
R10,pronoun_changed,pronoun,J3,Marketing Coordinator,0.33410924673080444
R10,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.26648828387260437
R10,pronoun_changed,pronoun,J5,Academic Advisor,0.5018624067306519
R10,university_changed,university,J1,Software Engineer,0.2080935388803482
R10,university_changed,university,J2,Financial Analyst,0.1669798642396927
R10,university_changed,university,J3,Marketing Coordinator,0.34511598944664
R10,university_changed,university,J4,Clinical Data Analyst,0.25185421109199524
R10,university_changed,university,J5,Academic Advisor,0.5220575928688049
