resume_id,version,changed_signal,job_id,job_title,blind_changed_score,blind_original_score,blind_score_difference,blind_absolute_difference
R6,name_changed,name,J2,Financial Analyst,0.19882576167583466,0.19882576167583466,0.0,0.0
R6,name_changed,name,J3,Marketing Coordinator,0.49565374851226807,0.49565374851226807,0.0,0.0
R6,name_changed,name,J4,Clinical Data Analyst,0.3618912696838379,0.3618912696838379,0.0,0.0
R6,name_changed,name,J5,Academic Advisor,0.23314955830574036,0.23314955830574036,0.0,0.0
R6,pronoun_changed,pronoun,J1,Software Engineer,0.29459714889526367,0.29459714889526367,0.0,0.0
R6,pronoun_changed,pronoun,J2,Financial Analyst,0.19882576167583466,0.19882576167583466,0.0,0.0
R6,pronoun_changed,pronoun,J3,Marketing Coordinator,0.49565374851226807,0.49565374851226807,0.0,0.0
R6,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.3618912696838379,0.3618912696838379,0.0,0.0
R6,pronoun_changed,pronoun,J5,Academic Advisor,0.23314955830574036,0.23314955830574036,0.0,0.0
R6,university_changed,university,J1,Software Engineer,0.29459714889526367,0.29459714889526367,0.0,0.0
R6,university_changed,university,J2,Financial Analyst,0.19882576167583466,0.19882576167583466,0.0,0.0
R6,university_changed,university,J3,Marketing Coordinator,0.49565374851226807,0.49565374851226807,0.0,0.0
R6,university_changed,university,J4,Clinical Data Analyst,0.3618912696838379,0.3618912696838379,0.0,0.0
R6,university_changed,university,J5,Academic Advisor,0.23314955830574036,0.23314955830574036,0.0,0.0
R7,name_changed,name,J1,Software Engineer,0.29846370220184326,0.29846370220184326,0.0,0.0
R7,name_changed,name,J2,Financial Analyst,0.36727795004844666,0.36727795004844666,0.0,0.0
R7,name_changed,name,J3,Marketing Coordinator,0.19486771523952484,0.19486771523952484,0.0,0.0
R7,name_changed,name,J4,Clinical Data Analyst,0.6485248804092407,0.6485248804092407,0.0,0.0
R7,name_changed,name,J5,Academic Advisor,0.2779234051704407,0.2779234051704407,0.0,0.0
R7,pronoun_changed,pronoun,J1,Software Engineer,0.29846370220184326,0.29846370220184326,0.0,0.0
R7,pronoun_changed,pronoun,J2,Financial Analyst,0.36727795004844666,0.36727795004844666,0.0,0.0
R7,pronoun_changed,pronoun,J3,Marketing Coordinator,0.19486771523952484,0.19486771523952484,0.0,0.0
R7,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.6485248804092407,0.6485248804092407,0.0,0.0
R7,pronoun_changed,pronoun,J5,Academic Advisor,0.2779234051704407,0.2779234051704407,0.0,0.0
R7,university_changed,university,J1,Software Engineer,0.29846370220184326,0.29846370220184326,0.0,0.0
R7,university_changed,university,J2,Financial Analyst,0.36727795004844666,0.36727795004844666,0.0,0.0
R7,university_changed,university,J3,Marketing Coordinator,0.19486771523952484,0.19486771523952484,0.0,0.0
R7,university_changed,university,J4,Clinical Data Analyst,0.6485248804092407,0.6485248804092407,0.0,0.0
R7,university_changed,university,J5,Academic Advisor,0.2779234051704407,0.2779234051704407,0.0,0.0
R8,name_changed,name,J1,Software Engineer,0.21700800955295563,0.21700800955295563,0.0,0.0
R8,name_changed,name,J2,Financial Analyst,0.3287484049797058,0.3287484049797058,0.0,0.0
R8,name_changed,name,J3,Marketing Coordinator,0.30581265687942505,0.30581265687942505,0.0,0.0
R8,name_changed,name,J4,Clinical Data Analyst,0.5565868616104126,0.5565868616104126,0.0,0.0
R8,name_changed,name,J5,Academic Advisor,0.26783695816993713,0.26783695816993713,0.0,0.0
R8,pronoun_changed,pronoun,J1,Software Engineer,0.21700800955295563,0.21700800955295563,0.0,0.0
R8,pronoun_changed,pronoun,J2,Financial Analyst,0.3287484049797058,0.3287484049797058,0.0,0.0
R8,pronoun_changed,pronoun,J3,Marketing Coordinator,0.30581265687942505,0.30581265687942505,0.0,0.0
R8,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.5565868616104126,0.5565868616104126,0.0,0.0
R8,pronoun_changed,pronoun,J5,Academic Advisor,0.26783695816993713,0.26783695816993713,0.0,0.0
R8,university_changed,university,J1,Software Engineer,0.21700800955295563,0.21700800955295563,0.0,0.0
R8,university_changed,university,J2,Financial Analyst,0.3287484049797058,0.3287484049797058,0.0,0.0
R8,university_changed,university,J3,Marketing Coordinator,0.30581265687942505,0.30581265687942505,0.0,0.0
R8,university_changed,university,J4,Clinical Data Analyst,0.5565868616104126,0.5565868616104126,0.0,0.0
R8,university_changed,university,J5,Academic Advisor,0.26783695816993713,0.26783695816993713,0.0,0.0
R9,name_changed,name,J1,Software Engineer,0.21813178062438965,0.21813178062438965,0.0,0.0
R9,name_changed,name,J2,Financial Analyst,0.12565848231315613,0.12565848231315613,0.0,0.0
R9,name_changed,name,J3,Marketing Coordinator,0.3354892134666443,0.3354892134666443,0.0,0.0
R9,name_changed,name,J4,Clinical Data Analyst,0.2445577085018158,0.2445577085018158,0.0,0.0
R9,name_changed,name,J5,Academic Advisor,0.3474923074245453,0.3474923074245453,0.0,0.0
R9,pronoun_changed,pronoun,J1,Software Engineer,0.21813178062438965,0.21813178062438965,0.0,0.0
R9,pronoun_changed,pronoun,J2,Financial Analyst,0.12565848231315613,0.12565848231315613,0.0,0.0
R9,pronoun_changed,pronoun,J3,Marketing Coordinator,0.3354892134666443,0.3354892134666443,0.0,0.0
R9,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.2445577085018158,0.2445577085018158,0.0,0.0
R9,pronoun_changed,pronoun,J5,Academic Advisor,0.3474923074245453,0.3474923074245453,0.0,0.0
R9,university_changed,university,J1,Software Engineer,0.21813178062438965,0.21813178062438965,0.0,0.0
R9,university_changed,university,J2,Financial Analyst,0.12565848231315613,0.12565848231315613,0.0,0.0
R9,university_changed,university,J3,Marketing Coordinator,0.3354892134666443,0.3354892134666443,0.0,0.0
R9,university_changed,university,J4,Clinical Data Analyst,0.2445577085018158,0.2445577085018158,0.0,0.0
R9,university_changed,university,J5,Academic Advisor,0.3474923074245453,0.3474923074245453,0.0,0.0
R10,name_changed,name,J1,Software Engineer,0.2892625629901886,0.2892625629901886,0.0,0.0
R10,name_changed,name,J2,Financial Analyst,0.23836472630500793,0.23836472630500793,0.0,0.0
R10,name_changed,name,J3,Marketing Coordinator,0.31921130418777466,0.31921130418777466,0.0,0.0
R10,name_changed,name,J4,Clinical Data Analyst,0.3096618354320526,0.3096618354320526,0.0,0.0
R10,name_changed,name,J5,Academic Advisor,0.46710699796676636,0.46710699796676636,0.0,0.0
R10,pronoun_changed,pronoun,J1,Software Engineer,0.2892625629901886,0.2892625629901886,0.0,0.0
R10,pronoun_changed,pronoun,J2,Financial Analyst,0.23836472630500793,0.23836472630500793,0.0,0.0
R10,pronoun_changed,pronoun,J3,Marketing Coordinator,0.31921130418777466,0.31921130418777466,0.0,0.0
R10,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.3096618354320526,0.3096618354320526,0.0,0.0
R10,pronoun_changed,pronoun,J5,Academic Advisor,0.46710699796676636,0.46710699796676636,0.0,0.0
R10,university_changed,university,J1,Software Engineer,0.2892625629901886,0.2892625629901886,0.0,0.0
R10,university_changed,university,J2,Financial Analyst,0.23836472630500793,0.23836472630500793,0.0,0.0
R10,university_changed,university,J3,Marketing Coordinator,0.31921130418777466,0.31921130418777466,0.0,0.0
R10,university_changed,university,J4,Clinical Data Analyst,0.3096618354320526,0.3096618354320526,0.0,0.0
R10,university_changed,university,J5,Academic Advisor,0.46710699796676636,0.46710699796676636,0.0,0.0
