resume_id,version,changed_signal,job_id,job_title,tfidf_changed_score,tfidf_original_score,tfidf_score_difference,tfidf_absolute_difference
R3,name_changed,name,J4,Clinical Data Analyst,0.029705279242241357,0.030179651512571386,-0.0004743722703300299,0.0004743722703300299
R3,name_changed,name,J5,Academic Advisor,0.013381531294630536,0.01359522487175401,-0.00021369357712347492,0.00021369357712347492
R3,pronoun_changed,pronoun,J1,Software Engineer,0.01958626284389826,0.01958626284389826,0.0,0.0
R3,pronoun_changed,pronoun,J2,Financial Analyst,0.05120853424591013,0.05120853424591013,0.0,0.0
R3,pronoun_changed,pronoun,J3,Marketing Coordinator,0.0030384574327044635,0.0030384574327044635,0.0,0.0
R3,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.030179651512571386,0.030179651512571386,0.0,0.0
R3,pronoun_changed,pronoun,J5,Academic Advisor,0.01359522487175401,0.01359522487175401,0.0,0.0
R3,university_changed,university,J1,Software Engineer,0.01894797073615819,0.01958626284389826,-0.000638292107740069,0.000638292107740069
R3,university_changed,university,J2,Financial Analyst,0.04953971138171151,0.05120853424591013,-0.0016688228641986227,0.0016688228641986227
R3,university_changed,university,J3,Marketing Coordinator,0.0029394378589115183,0.0030384574327044635,-9.901957379294512e-05,9.901957379294512e-05
R3,university_changed,university,J4,Clinical Data Analyst,0.029196133955988558,0.030179651512571386,-0.0009835175565828282,0.0009835175565828282
R3,university_changed,university,J5,Academic Advisor,0.013152173289747111,0.01359522487175401,-0.00044305158200689913,0.00044305158200689913
R4,name_changed,name,J1,Software Engineer,0.032508636160090254,0.03292163620975557,-0.00041300004966531717,0.00041300004966531717
R4,name_changed,name,J2,Financial Analyst,0.0941831792211698,0.09537971227486139,-0.0011965330536915925,0.0011965330536915925
R4,name_changed,name,J3,Marketing Coordinator,0.014370680686154238,0.01455325038264592,-0.00018256969649168252,0.00018256969649168252
R4,name_changed,name,J4,Clinical Data Analyst,0.12133110222140366,0.12287253112037745,-0.0015414288989737956,0.0015414288989737956
R4,name_changed,name,J5,Academic Advisor,0.024269364826863666,0.024577690553894496,-0.00030832572703082956,0.00030832572703082956
R4,pronoun_changed,pronoun,J1,Software Engineer,0.03292163620975557,0.03292163620975557,0.0,0.0
R4,pronoun_changed,pronoun,J2,Financial Analyst,0.09537971227486139,0.09537971227486139,0.0,0.0
R4,pronoun_changed,pronoun,J3,Marketing Coordinator,0.01455325038264592,0.01455325038264592,0.0,0.0
R4,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.12287253112037745,0.12287253112037745,0.0,0.0
R4,pronoun_changed,pronoun,J5,Academic Advisor,0.024577690553894496,0.024577690553894496,0.0,0.0
R4,university_changed,university,J1,Software Engineer,0.027689297498599448,0.03292163620975557,-0.005232338711156123,0.005232338711156123
R4,university_changed,university,J2,Financial Analyst,0.09348066191709822,0.09537971227486139,-0.0018990503577631657,0.0018990503577631657
R4,university_changed,university,J3,Marketing Coordinator,0.010824583981811506,0.01455325038264592,-0.0037286664008344145,0.0037286664008344145
R4,university_changed,university,J4,Clinical Data Analyst,0.11480423929316906,0.12287253112037745,-0.00806829182720839,0.00806829182720839
R4,university_changed,university,J5,Academic Advisor,0.022140636883231965,0.024577690553894496,-0.0024370536706625305,0.0024370536706625305
R5,name_changed,name,J1,Software Engineer,0.01237954156370073,0.012483488892076278,-0.00010394732837554904,0.00010394732837554904
R5,name_changed,name,J2,Financial Analyst,0.008714154168426486,0.008787324329066088,-7.317016063960145e-05,7.317016063960145e-05
R5,name_changed,name,J3,Marketing Coordinator,0.17052163023547173,0.17195344964510115,-0.0014318194096294146,0.0014318194096294146
R5,name_changed,name,J4,Clinical Data Analyst,0.029563740863081892,0.029811978801756085,-0.0002482379386741923,0.0002482379386741923
R5,name_changed,name,J5,Academic Advisor,0.01535209637881048,0.015481003365820447,-0.00012890698700996663,0.00012890698700996663
R5,pronoun_changed,pronoun,J1,Software Engineer,0.012483488892076278,0.012483488892076278,0.0,0.0
R5,pronoun_changed,pronoun,J2,Financial Analyst,0.008787324329066088,0.008787324329066088,0.0,0.0
R5,pronoun_changed,pronoun,J3,Marketing Coordinator,0.17195344964510115,0.17195344964510115,0.0,0.0
R5,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.029811978801756085,0.029811978801756085,0.0,0.0
R5,pronoun_changed,pronoun,J5,Academic Advisor,0.015481003365820447,0.015481003365820447,0.0,0.0
R5,university_changed,university,J1,Software Engineer,0.012194143879991966,0.012483488892076278,-0.0002893450120843126,0.0002893450120843126
R5,university_changed,university,J2,Financial Analyst,0.014319653397372518,0.008787324329066088,0.005532329068306431,0.005532329068306431
R5,university_changed,university,J3,Marketing Coordinator,0.16796787530801963,0.17195344964510115,-0.003985574337081521,0.003985574337081521
R5,university_changed,university,J4,Clinical Data Analyst,0.029120990293557324,0.029811978801756085,-0.0006909885081987609,0.0006909885081987609
R5,university_changed,university,J5,Academic Advisor,0.02379861244880386,0.015481003365820447,0.008317609082983412,0.008317609082983412
R6,name_changed,name,J1,Software Engineer,0.032297647920501465,0.03267181812692231,-0.00037417020642084575,0.00037417020642084575
R6,name_changed,name,J2,Financial Analyst,0.018607173006948547,0.01882273823269054,-0.00021556522574199197,0.00021556522574199197
R6,name_changed,name,J3,Marketing Coordinator,0.16893411849658263,0.17089123048643948,-0.0019571119898568468,0.0019571119898568468
R6,name_changed,name,J4,Clinical Data Analyst,0.01571737881354061,0.01589946559860721,-0.00018208678506659998,0.00018208678506659998
R6,name_changed,name,J5,Academic Advisor,0.020473330381244326,0.020710515153142522,-0.00023718477189819606,0.00023718477189819606
R6,pronoun_changed,pronoun,J1,Software Engineer,0.03267181812692231,0.03267181812692231,0.0,0.0
R6,pronoun_changed,pronoun,J2,Financial Analyst,0.01882273823269054,0.01882273823269054,0.0,0.0
R6,pronoun_changed,pronoun,J3,Marketing Coordinator,0.17089123048643948,0.17089123048643948,0.0,0.0
R6,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.01589946559860721,0.01589946559860721,0.0,0.0
R6,pronoun_changed,pronoun,J5,Academic Advisor,0.020710515153142522,0.020710515153142522,0.0,0.0
R6,university_changed,university,J1,Software Engineer,0.03221723601816027,0.03267181812692231,-0.000454582108762043,0.000454582108762043
R6,university_changed,university,J2,Financial Analyst,0.025367729277348067,0.01882273823269054,0.006544991044657528,0.006544991044657528
R6,university_changed,university,J3,Marketing Coordinator,0.16851352087684013,0.17089123048643948,-0.002377709609599349,0.002377709609599349
R6,university_changed,university,J4,Clinical Data Analyst,0.015678247037340526,0.01589946559860721,-0.00022121856126668463,0.00022121856126668463
R6,university_changed,university,J5,Academic Advisor,0.030718629106849176,0.020710515153142522,0.010008113953706654,0.010008113953706654
R7,name_changed,name,J1,Software Engineer,0.008699927663998852,0.008806346864107492,-0.00010641920010863969,0.00010641920010863969
R7,name_changed,name,J2,Financial Analyst,0.059580432302151376,0.060309231689065754,-0.0007287993869143777,0.0007287993869143777
R7,name_changed,name,J3,Marketing Coordinator,0.0026246986497122497,0.0026568044719232145,-3.210582221096483e-05,3.210582221096483e-05
R7,name_changed,name,J4,Clinical Data Analyst,0.2605884949196156,0.26377606385787417,-0.003187568938258556,0.003187568938258556
R7,name_changed,name,J5,Academic Advisor,0.014799258673128871,0.014980286071403962,-0.00018102739827509026,0.00018102739827509026
R7,pronoun_changed,pronoun,J1,Software Engineer,0.008806346864107492,0.008806346864107492,0.0,0.0
R7,pronoun_changed,pronoun,J2,Financial Analyst,0.060309231689065754,0.060309231689065754,0.0,0.0
R7,pronoun_changed,pronoun,J3,Marketing Coordinator,0.0026568044719232145,0.0026568044719232145,0.0,0.0
R7,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.26377606385787417,0.26377606385787417,0.0,0.0
R7,pronoun_changed,pronoun,J5,Academic Advisor,0.014980286071403962,0.014980286071403962,0.0,0.0
R7,university_changed,university,J1,Software Engineer,0.00853463792747066,0.008806346864107492,-0.0002717089366368313,0.0002717089366368313
R7,university_changed,university,J2,Financial Analyst,0.058448464964283665,0.060309231689065754,-0.0018607667247820883,0.0018607667247820883
R7,university_changed,university,J3,Marketing Coordinator,0.002574832057134464,0.0026568044719232145,-8.197241478875069e-05,8.197241478875069e-05
R7,university_changed,university,J4,Clinical Data Analyst,0.2556375797705413,0.26377606385787417,-0.008138484087332865,0.008138484087332865
R7,university_changed,university,J5,Academic Advisor,0.014518087879374286,0.014980286071403962,-0.0004621981920296756,0.0004621981920296756
R8,name_changed,name,J1,Software Engineer,0.012786030413707792,0.012931342897573113,-0.00014531248386532095,0.00014531248386532095
R8,name_changed,name,J2,Financial Analyst,0.04985083964637503,0.05041739150785193,-0.0005665518614769022,0.0005665518614769022
R8,name_changed,name,J3,Marketing Coordinator,0.0074940761951895534,0.007579245930515028,-8.516973532547451e-05,8.516973532547451e-05
R8,name_changed,name,J4,Clinical Data Analyst,0.17580587956408295,0.1778039030483847,-0.001998023484301753,0.001998023484301753
R8,name_changed,name,J5,Academic Advisor,0.04621180557733083,0.04673700003057912,-0.0005251944532482927,0.0005251944532482927
R8,pronoun_changed,pronoun,J1,Software Engineer,0.012931342897573113,0.012931342897573113,0.0,0.0
R8,pronoun_changed,pronoun,J2,Financial Analyst,0.05041739150785193,0.05041739150785193,0.0,0.0
R8,pronoun_changed,pronoun,J3,Marketing Coordinator,0.007579245930515028,0.007579245930515028,0.0,0.0
R8,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.1778039030483847,0.1778039030483847,0.0,0.0
R8,pronoun_changed,pronoun,J5,Academic Advisor,0.04673700003057912,0.04673700003057912,0.0,0.0
R8,university_changed,university,J1,Software Engineer,0.012826300069216388,0.012931342897573113,-0.00010504282835672486,0.00010504282835672486
R8,university_changed,university,J2,Financial Analyst,0.05678897000337164,0.05041739150785193,0.006371578495519704,0.006371578495519704
R8,university_changed,university,J3,Marketing Coordinator,0.007517678819066618,0.007579245930515028,-6.156711144840975e-05,6.156711144840975e-05
R8,university_changed,university,J4,Clinical Data Analyst,0.17635958090667025,0.1778039030483847,-0.0014443221417144436,0.0014443221417144436
R8,university_changed,university,J5,Academic Advisor,0.05661465926462176,0.04673700003057912,0.009877659234042636,0.009877659234042636
R9,name_changed,name,J1,Software Engineer,0.010363641982776554,0.010500671269499183,-0.0001370292867226286,0.0001370292867226286
R9,name_changed,name,J2,Financial Analyst,0.021045368576016205,0.021323632901393226,-0.00027826432537702075,0.00027826432537702075
R9,name_changed,name,J3,Marketing Coordinator,0.014093386612439057,0.014279731018992102,-0.00018634440655304445,0.00018634440655304445
R9,name_changed,name,J4,Clinical Data Analyst,0.02093815643935722,0.021215003193320755,-0.0002768467539635347,0.0002768467539635347
R9,name_changed,name,J5,Academic Advisor,0.1572178858713056,0.15929663915097195,-0.0020787532796663344,0.0020787532796663344
R9,pronoun_changed,pronoun,J1,Software Engineer,0.010500671269499183,0.010500671269499183,0.0,0.0
R9,pronoun_changed,pronoun,J2,Financial Analyst,0.021323632901393226,0.021323632901393226,0.0,0.0
R9,pronoun_changed,pronoun,J3,Marketing Coordinator,0.014279731018992102,0.014279731018992102,0.0,0.0
R9,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.021215003193320755,0.021215003193320755,0.0,0.0
R9,pronoun_changed,pronoun,J5,Academic Advisor,0.15929663915097195,0.15929663915097195,0.0,0.0
R9,university_changed,university,J1,Software Engineer,0.010431481673908964,0.010500671269499183,-6.918959559021852e-05,6.918959559021852e-05
R9,university_changed,university,J2,Financial Analyst,0.021183130118371432,0.021323632901393226,-0.00014050278302179392,0.00014050278302179392
R9,university_changed,university,J3,Marketing Coordinator,0.014185640956653804,0.014279731018992102,-9.409006233829752e-05,9.409006233829752e-05
R9,university_changed,university,J4,Clinical Data Analyst,0.021075216178403466,0.021215003193320755,-0.00013978701491728848,0.00013978701491728848
R9,university_changed,university,J5,Academic Advisor,0.1582470233922394,0.15929663915097195,-0.0010496157587325528,0.0010496157587325528
R10,name_changed,name,J1,Software Engineer,0.016298816545782312,0.01650900704662785,-0.00021019050084553764,0.00021019050084553764
R10,name_changed,name,J2,Financial Analyst,0.02329619426196,0.02359662335912555,-0.0003004290971655478,0.0003004290971655478
R10,name_changed,name,J3,Marketing Coordinator,0.044393241651649325,0.0449657395180255,-0.0005724978663761773,0.0005724978663761773
R10,name_changed,name,J4,Clinical Data Analyst,0.039767291471802656,0.04028013281143303,-0.0005128413396303724,0.0005128413396303724
R10,name_changed,name,J5,Academic Advisor,0.30910774116305273,0.31309401285019,-0.003986271687137277,0.003986271687137277
R10,pronoun_changed,pronoun,J1,Software Engineer,0.01650900704662785,0.01650900704662785,0.0,0.0
R10,pronoun_changed,pronoun,J2,Financial Analyst,0.02359662335912555,0.02359662335912555,0.0,0.0
R10,pronoun_changed,pronoun,J3,Marketing Coordinator,0.0449657395180255,0.0449657395180255,0.0,0.0
R10,pronoun_changed,pronoun,J4,Clinical Data Analyst,0.04028013281143303,0.04028013281143303,0.0,0.0
R10,pronoun_changed,pronoun,J5,Academic Advisor,0.31309401285019,0.31309401285019,0.0,0.0
R10,university_changed,university,J1,Software Engineer,0.0162537512350744,0.01650900704662785,-0.0002552558115534488,0.0002552558115534488
R10,university_changed,university,J2,Financial Analyst,0.030404549534528817,0.02359662335912555,0.006807926175403267,0.006807926175403267
R10,university_changed,university,J3,Marketing Coordinator,0.04427049683623629,0.0449657395180255,-0.0006952426817892141,0.0006952426817892141
R10,university_changed,university,J4,Clinical Data Analyst,0.03965733714836114,0.04028013281143303,-0.0006227956630718914,0.0006227956630718914
R10,university_changed,university,J5,Academic Advisor,0.3191027946647057,0.31309401285019,0.006008781814515696,0.006008781814515696
